Index,Text,Sentiment
1899,recognition request hard ask something play play totally different items,Negative
999,recommend,Neutral
1696,recommend,Neutral
3489,recommend alexa friends relatives,Neutral
661,recommend go powerful smart ai without hesitant,Positive
3758,reduce one star spotify still miss,Negative
1296,remove zomatoswiggy food partner skills,Negative
429,replace alexa problem raise but another onethe light not blink play purchase alexa feature but iam not satisfy,Negative
1807,reply instantly build quality good everything good,Positive
585,require connect wi fi disconnect im use mobile wifi difficult connect echo dot think need wifi available time not disconnectedit not user friendlyi want refund kindly advice,Positive
3893,require home,Neutral
1850,require improvement voice integration,Neutral
1012,requirement use amazon echo dot additional speaker tv connect fire tv stick but couldnt not generation understand requirement didnt meet,Neutral
3209,respond really well nice sound quality better connectivity,Positive
2505,return goodits not comfortable,Negative
2422,return waste money buy,Negative
580,return worst product ever see no sound doesnt understand songs useless plss dont ever buy dont get greed grapping maha sale discount,Negative
25,review especially sit fence ive use google nest minis want shift echo drop feature basically full intercom work fine but overall alexa disappoint even mics voice recognition tad better google sound natural but artificially natural little muffle wellthe app poor take less minute setup google home take minutes alexa app smart devices home time need merely set devices bummer echo alexa popular amazon sell google devices not market much,Positive
1323,review monthsthis product work well months show defect mic receive voice,Positive
278,review onths usemust device homea nice personal assistant tell entertain automation nice if want develop habit remind follow schedule morning om chant prayers daytime songs etc much inbuilt,Positive
395,review weeks best sound quality ever hear speaker nice build lot skills available alexa sometimes will not listen voice not work without not storageso turn wifi always if want use deviceoverall satisfy technology,Positive
72,room convert smart home but costly affair first need wifi connection need smart acessories appliances pair alexa smart plug smart bulb ir blasterrequire case nonsmart appliance like ac overall give esteem feel echo dot good but expect beter sound device,Positive
3881,rs costly,Neutral
3046,rs waste,Negative
1854,rubbish highly disappoint,Negative
3526,sandaar jabbarjastvoice detection quality good compare google home,Positive
2273,satisfactory,Neutral
1176,satisfactory product amazonit wont support youtube music need update alexa,Neutral
3095,satisfy,Positive
3765,satisfy,Positive
1557,satisfy device great smart speaker,Positive
347,satisfy pack good product also reach one piece think word not explain quality product but star rat,Positive
912,satisfye,Neutral
965,say alexa pani pilade say khud uthke lwle slap alexa batameezi break down cant even hit kid days,Negative
2539,sayalexaplay english love songsits play love poems,Positive
439,scream stand close hear command play songs sound quality poor,Positive
1389,seal already open dissapointed worst case,Negative
1381,second alexa best thing entertainment sound quality awesome,Positive
296,second alexa device one best device smart home affordable price rs along wipro smart light must buy no con except advancements software address future,Positive
2209,second echo device much better earlier generationsamazing,Positive
479,second onethe earlier one louder soundthis one take instruction repeat againthis seem refurbish,Neutral
58,second time purchase product first echo dot device stop work since not warranty advise amazon send ctdi team handle warranty devices experience ctdi nothing short nightmare ctdi team impossible contact not respond email phone service not work device nearly months send redicolous high estimate repair cost much new device not email coatation fire stick send echo dot device no clarification receive till date even though send second remindermy reason go detail one never waste ones time ctdi even shock amazons attitude device warrantyamazon arrogantly wash hand problem,Negative
3867,see dont listen voice recognition,Neutral
1994,seem best ever gift year old nephew alexa become best friend dropin device talk anytime love,Positive
808,seem new member add family keep kid busy however hang time fail resolve request guess need fine tune,Positive
1599,seem refurbish renew product,Neutral
631,sell product defect less money please buy good seller buy seller aux port not work please dont get cheat,Positive
3570,send along barley flour get leak echo dot,Neutral
2299,send open packet rest everything like,Positive
2912,serching quality poor never reply fast google,Negative
2205,seriously good device amazon sound bass quality superb love way respond alexa relate query good speaker low price,Positive
683,serve purpose need bluetooth device get voice command base add but still need improve voice recognition desire result,Neutral
2130,service poor doesnt give access music play list spotify subscription amazon music play songs otherwise waste money,Negative
220,set device real pain make change exist set painful speaker quality good voice assistance work good music play but not stuff google assistance better,Positive
1172,set easy work fine happy talk,Positive
546,set easyinbuilt speaker excellent sound quality nicebluetooth connectivity also excellentvoice recognition understand really goodoverall amazon alexa excellent,Positive
709,set echo dot amzon app mobile not behave properly get hang step not smooth not complete but alexa echo dot work,Negative
491,set start command alexa bid son missus also love sound quality surprise come small speaker try connect bluetooth speaker but not successful learn curve must tackle though test drive will go time but far good,Positive
918,setup difficult select wifi,Negative
2987,setup easy fast describe work perfectly describe,Positive
195,setup echo dot hours tell sorry trouble understand right please try little later try hours not fix replace item hours tell thing wait but not fix baught google nest mini work,Negative
522,setup multiple echo devices speaker gen little bite let term recognise voice distance overall good,Positive
541,setup process complicate not get complete nor play anything speakers amzone alexa app work network disconnect disappoint m gon na return soon,Negative
78,setup process tedious try change network doesnt work isnt setup like open setup might chance set device successfully hurry really bad connect amazon wcp network hours nothing happen alexa go setup mode thats cant sheet tooooo bad tire waste time,Negative
3890,sexy device,Positive
185,shes family member great way keep kid talk yet away sceen work parent dont get much time keep talk kid but someone answer time never forget take calcium set reminder worth buy,Positive
1344,shoud update indian languages,Neutral
2340,simple use n connect pick voice ultimately super full happy,Positive
3111,simply amaze,Positive
3855,simply awesome,Positive
2127,simply awesome love,Positive
2611,simply awsome get awesome deal also inr,Positive
2314,simply best voice recognition best sound quality superb,Positive
1479,simply doesnt work almost like defective model not respond anything alexa blue light light almost second later turn off no response,Positive
1092,simply go,Neutral
1989,simply love product innovative useful no search songs ask alexa,Positive
2019,simply outstanding,Positive
1409,simply superb,Positive
3566,simply superb,Positive
1073,simply superb along wipro smart bulb alexa echo dot room become disco theque kid love thank amazon great product excellent engineer,Positive
3050,simply toooo good love,Positive
2386,simply vest buy sale grab lowest price,Neutral
242,simply worseee device come connect internetin world every things seem pull off easily help internet trust instead make things easier alexa devices especially amazon echo dot make things ostentatiously difficult sheer wastage time stay away,Negative
984,since purchase relax listen command always attend would urge every one buy,Neutral
349,sing commandrather play songs play quiz youplays radio station wake u music much much dislike annoy female indian accent voice wish could set british usa english,Negative
3218,sir issue relate performannce doesnt perform accurately earlier,Neutral
1064,sir may receive wrong item not work blutooth wifi not connectivity please return items,Negative
3965,siri will return echo device u kindly refund methank,Positive
1651,size sound produce really good con identify voice wish voice specific get activate,Positive
457,skeptical whether buy not but purchase feel happy buy daughter love lot keep interact alexa pluse alexa make task easy go,Positive
39,skills like specifically panchtantra indian stories mein tota hare ring ka indian haathi raja kaha chale indian rhyme tamil kid story songs kathai padalgal indian rhyme kid bhola bachpan rhyme wild animals animal kingdom indian namokar mantra jain prayer lord krishna meditation hour indian jungle book indian song stories indian kannada kid prasagalu indian marathi kid stories hour bhaktamar strota jain prayer,Positive
1653,skills not work expect not able play change channel tv,Negative
1507,skills widen allow music still learn bollywood movie name,Positive
1394,sleek design lovely flash light voice recognition excellent alexa integration really wonder sound quality fabulous really love enjoy gadget,Positive
1294,slow network access ghzamazon not replace within schedule replacement window bad experience,Negative
2057,small device but useful handy easy connect use,Positive
2616,small device sound ok voice recognition fast good,Positive
1342,small imagine,Negative
3079,small size yet useful,Positive
1851,smart,Positive
2000,smart bulb miss pakage,Positive
695,smart device will give feel live modern tech worldmust buythank amazon,Positive
1101,smart devicehighly recommend,Positive
1219,smart home products dont type command,Positive
754,smart speaker nice voice recognition suitable indian english language settingdecent sound quality well,Positive
2459,smartly workit super,Positive
2930,sobad bassfacing problem wifi sectionso m unable setup,Negative
1602,software poor,Negative
107,software stop work months generation echo dot not worth spend money,Negative
545,solid piece plastic good sound speaker color bulb good dealsound quality quite good rock room single handedly voice recognition somewhat okeish alexa work like charm though,Positive
1555,sometime alexa not lisenting play think loud except value money if u want buy speaker best product,Positive
1054,sometime not respond but overall awesome product rat,Positive
359,sometime wont recognize voice sound quality poor sometime better explore options,Positive
844,sometimes alexa doesnt listen command play random songs also reset hungama default mysic app volume wise good,Positive
757,sometimes alexa doesnt understand ask interpretsaomething else doesnt even understand indian name,Negative
607,sometimes alexa hear everything but sometimes alex doesnt response properly tell time,Positive
2156,sometimes alexa not respond volume high alexa not understand songs play straming,Positive
2637,sometimes automatically turn voice recognition not good expect sometimes take input play songs,Negative
3661,sometimes doesnt work like dont know,Neutral
381,sometimes freeze play something else google smarter but sound alexa better,Positive
3242,sometimes hard configure alexa echo dot generation device rest good,Positive
3299,sometimes no follow command play random songs,Negative
4095,sometimes problem recognise interpretating voice but otherwise good device,Positive
68,son ask long time however werent buy time decide buy awesome product astonish voice recognition capabilty pick right songs minimal inputswe integrate fire stick alsono regretsi recommend buy happy alexaing,Positive
3923,song options not limit amazon music need fm channel,Positive
187,song selection base language application prefer say intend hear tamil song like play muthu movie songs play muthu telugu songs mostly not play amazon musicso difficult play selectionwhen say retro tamil songs play old songs alternativelyi buy black onethe speaker outer look dusty not fresh peace,Negative
3797,songs ask play not jio sawan,Positive
2080,songs news bhajans etc,Neutral
1883,songs not available,Negative
2096,soo good help us go buy also good google assistant songs but if add bengali songs regional songs no one match alexa,Positive
3129,soooo cooool,Neutral
1450,sorry not satisfy,Negative
3267,sorry not sure thatwhat ever ask always saidi disappointedcomparing google mini better,Negative
4048,sound,Positive
3544,sound achi h but voice command deta delay process work,Positive
2496,sound base best range best ai assistant,Positive
3308,sound better,Positive
587,sound better get louder home mini fekte sturdy hand mic response awesomebut not smartest speaker ai still require improvement,Positive
1667,sound burst ought better voice explode little higher volume,Positive
104,sound clarity fantastic provide surround sound feel bass great volume start jar please dont expect fulfill theatre disc like experiencevoice recognition pretty much spot everytimeonly drawback no bluetooth option aux capabilities,Positive
3821,sound good,Positive
2361,sound good but plz update language settings indian hindi languagelike google home work hindi,Positive
1000,sound good enough need improvement music app integration since wire cant move often place hall use well,Positive
3069,sound good listen far,Positive
2051,sound good new but suddenly stop no way contact seller repair warranty,Positive
3024,sound good not but not great go normal bluetooth speaker instead alexa also alexa doesnt respond high volumes,Positive
929,sound good voice recognition also good connect amazon prime music also get smart bulb connect,Positive
3286,sound good voice recognition poor,Positive
3819,sound isnt clear,Positive
2953,sound kam recognise krta h,Positive
1996,sound low,Neutral
1107,sound mast connectivity good voice recognition good voice sensitivity good,Positive
3473,sound maximum den sound low cant hear also,Positive
2745,sound must better replace bigger model open box please reply,Positive
2446,sound not clear noisy sound resolve problem,Positive
3854,sound not clearfull volume sound vibrate alotnot satisfy,Positive
2137,sound not good,Positive
388,sound output good single room connect home theater system become amaze product one major lacuna keep continuously plug still feel value money product amaze feature,Positive
2503,sound performance not goodand feature like homelinks music app not applicable,Positive
3126,sound quality,Positive
3614,sound quality,Positive
1514,sound quality amaze,Positive
1655,sound quality amaze,Positive
1561,sound quality amaze good product amazon,Positive
3221,sound quality amaze microphone fantastic easily connect phone bluetooth,Positive
403,sound quality average but get job do get pretty loud thoughif listen lot music use bluetooth speaker something case become great replacement smart convenientworth shoot sure,Positive
2929,sound quality average nothing extraordinary alexa feauture pretty good handy,Positive
3212,sound quality awesome,Positive
1341,sound quality awesome but lack bass compact versionso if bass lover either buy echo connect bluetooth speaker,Positive
3875,sound quality awesome love,Positive
2191,sound quality awesome work fine must buy,Positive
2766,sound quality awesomei love hear music itover master blaster smart speaker,Positive
3028,sound quality bad,Negative
1281,sound quality bad please improve otherwise good product,Positive
1327,sound quality bass good good experience hindi also,Positive
1164,sound quality best alexa hear away another room respond much like real man talk best time pass,Positive
1186,sound quality best integration recognition part need speak loud activate alexa doesnt activate normal voice,Positive
276,sound quality best price use speaker but thats jut expensive mi speakers even jbl if brand value consideredconnectivity voice recognition worst amongst even include google speakers apple oneseg try ishare tere guru randhawa similar type songs will either play random songs english ones,Negative
2132,sound quality better expectintegration smooththere things finetuned regard set schedule remindersits remind first person,Positive
1383,sound quality decent excellent voice recognition get rs sell best deal,Positive
1158,sound quality decent get doesnt bother price segmentalexa somewhere not near expectations,Positive
301,sound quality decent not loud low voice recognition ability device whatever want get hear device like music song repeat many time get correct song think need get improvement,Positive
245,sound quality echo dot exceptionally good see size form factorthe setup really easy process no time ready use amaze device build quality also nice device feel solid plastic not feel cheapa definite buy look alexa enable smart speaker,Positive
1608,sound quality eco dot gen improve alotworth buy amazon product,Positive
917,sound quality excellent,Positive
503,sound quality excellent but without internet usless not even wireless battery operate one main consits not worth buy,Positive
4105,sound quality excellent im happy alexas performance,Positive
1972,sound quality excellent voice recognition also good accord price,Positive
3712,sound quality expect,Positive
2037,sound quality exquisite however reboot automatically sometimes doesnt connect otherwise great smart speaker,Positive
1506,sound quality give star but sometimes face connection problem product good,Positive
2673,sound quality good,Positive
2784,sound quality good,Positive
2853,sound quality good,Positive
2887,sound quality good,Positive
3683,sound quality good,Positive
3871,sound quality good,Positive
1404,sound quality good alexa improve alot,Positive
987,sound quality good but alexa ai integration not powerful doesnt know many answer if compare google home mini build quality sound quality mic alexa better but come software alexa stand no,Positive
2781,sound quality good but alexa search poor,Positive
991,sound quality good but come tune radio alexa blank even alexa support amazon music channel if think favourite music hard find alexa,Positive
111,sound quality good but not best can not expect accord price rangesound quality could better but jobmusic less feature come music many little things thats possible phone not availableoverall go not necessity things achievable smartphone easily,Positive
1030,sound quality good but not loud if good wifi prime membership ok otherwise bluetooth speaker better multi purpose usei use come home office sleep listen country music,Positive
1958,sound quality good but sometime didnt understand ask need improve,Positive
1105,sound quality good but voice recognition badmay due mic,Positive
1481,sound quality good but voice recognition not good enough try hard play specific songs,Positive
3223,sound quality good but voice recognition not good need improvement,Positive
173,sound quality good compare previous generation but alexa assistants skills integration smart devicesbluetooth include fire tv choppyalexa response incorrect time even multiple repeat wifi reception not good can not work weak internet reception google home mini perform pretty well parameters,Positive
761,sound quality good cover average housesometime alexa doesnt play song want doesnt recognise voiceyoutube search option also include,Positive
1431,sound quality good fast bluetooth connectivity easy use,Positive
513,sound quality good however find con always need connect speaker plug else wont work no battery back alexa would not get everything say time end choose select song sometime manually rather give command alexa,Positive
475,sound quality good listen plan change home theatre understand word speak lil daughter good happy time will tell durability,Positive
266,sound quality good low volume but increase volume get distort sound get really hursh low end get compress need improve sound dude surely not audio enthusiasm but daily task get include smart lead think get value bluetooth connection poor dont if like not,Positive
1049,sound quality good nice product,Positive
2101,sound quality good speak enjoy,Positive
357,sound quality good time answer whatever u ask problem almost never play song u ask play either song not available amazon music play something,Positive
2313,sound quality good voice recognition,Positive
2748,sound quality good voice recognition average good quality material,Positive
2467,sound quality good voice recognition good useful,Positive
2112,sound quality good voice recognition need improve bite,Positive
641,sound quality good work perfectly best product,Positive
3362,sound quality good worth money,Positive
1251,sound quality goodkdki big fan amezon thx everything,Positive
1657,sound quality goodprice item good dealhighly recommend,Positive
3145,sound quality great,Positive
376,sound quality great but answer question isnt good but question google smart speaker give appropriate answer alexa tell result web would love answer like google assistanceif echo amazon products gon na rock youll get best,Positive
1121,sound quality great sometimes doesnt get command google nest seem better understand query if main aim listen music go alexa,Positive
604,sound quality hardware quality really good worth money use regularly reminders alarm music kid also enjoy device,Positive
3419,sound quality improve,Positive
957,sound quality improve furtherthe musics limit amazon music,Positive
933,sound quality low overall product good,Positive
3084,sound quality nice,Positive
1719,sound quality normal basic response good compare mi google voice assistant,Positive
1313,sound quality not good but fine connectivity good amaze product if buy must wifi home,Positive
1558,sound quality not good full volume alot distortion big time delay response compare earlier model,Positive
1440,sound quality not good high volume alexa cant hear commandsit inbuilt noise cancellation system,Positive
2542,sound quality not good sometimes difficult understand alexa tell sound not clear,Negative
2652,sound quality not good sound get crack,Positive
970,sound quality not great ok,Positive
1441,sound quality pathetic give price tag sell rs,Negative
927,sound quality really nice sometimes take time listen build quality everything good range,Positive
2078,sound quality really really awesomeclear sound qualitytotally paisa vasool productthank amazon,Positive
2432,sound quality recognition problem not work properly,Positive
3202,sound quality smart devices connectivity,Positive
3290,sound quality superb,Positive
137,sound quality superb device look great stylish alexa good things show tv ad dim light play animal sound but world not end integration device poor take lot time software app work poor voice recognition extremely poor especially volume sometime scream feel like better google kar leta kaha alexa ko bola diya music say play songs start set sequence songs bore every time keep charge wipro smart bulb price deduction effectively alexa cost but wont feel worth speaker yes isat last good afford amazon but long way go,Positive
2831,sound quality superbconnectivity also goodi buy product,Positive
2103,sound quality supper,Positive
1699,sound quality unbeatable noone beat alexa baby sound quality lovely sound hear,Positive
1226,sound quality voice recognition good not best dumber google assistant work nicely within amazon ecosystem lag bluetooth audio output need get smarter no ability continue conversation,Positive
1546,sound quality voice recognition really good,Positive
1200,sound quality voice recognition really goodmake sure set set privacy set delete record also delete record daily basis,Positive
2572,sound reception output excellent,Positive
1748,sound reception quality need improve often need repeat command alexa hear if little far device rest great addition,Positive
1688,sound speaker not clear volume,Positive
1933,sound system awesome but no battery backup speaker need continuous power supply power get off will automatically switch off,Positive
1669,sound system good but chargable battery inside use multiple movable place,Positive
1326,sound u connect alexa phone use bluetooth play different n low unlike normal soundvery disappoint,Negative
132,soundaudio quality much better competitors but come ai poor ai look like not learn time follow simple command graduate guy implement if speaker go good brand poor integration mobile app fire stick didnt find module understand important family not support marathi regional language not interpret marathi sonngs clearly neither marathi name,Positive
3721,sount quality become better but still get better connectivity devices not layman friendly yet,Positive
2115,speak loud listen alexa didnt listen speak slow also didnt listen properly song full volume alexa,Positive
1225,speaker claim not smart doesnt understand even simplest things first attempt sound quality good,Positive
654,speaker could clear support gk question would appreciate excellent companion home highly recommend,Positive
1736,speaker decent but quality woofer not good months purchase date sound expulsions seriously issue solve,Negative
689,speaker excellent however alexa voice command useful many devices,Positive
32,speaker good news music extent but worst alexa speak sound muffle difficult understand especially fan ac equalizer wud not manage alexas speech news music etc inconvenienti echo devices homepod but alexa supercool assistant problem echo dot gen go better echo model wud recommend test first make buy decision,Positive
484,speaker good quality decent sound output,Positive
391,speaker good quality search many query but compare google lag answer google mostly accurate but alexa not need upgrade knowledge baseai otherwise worth money,Positive
10,speaker larger think would bite chunky but not heavy doesnt move nicely weight even if play full volume though believe volume would enough people sound good indeed bollywood dance songs play great even rock metal songs enjoyable bass not heavy but sound seem weight nice bass heavy songs alexa make easy many things especially if smart appliances light home compatible sone things find enjoyable ask alexa turn tv via smart plug play particular show fire tv stick time get live room everythings show start even use call family dinner if two echo speakers privacy issue but comfortable give convenience provide play music news weather update traffic update read kindle library book possibilities endless spotify nicely integrate alexa downside google feud mean theres no youtube youtube music support officially run hoop get work ps look paul hibbert youtube oh irony ppsamit bachchans voice available via amitji keyword but unfortunately pay extra,Positive
2480,speaker quality not expectedits ok not awesome,Neutral
2692,speaker sound low but price alright get job do,Positive
1817,speaker sound quality good price range,Positive
2796,speaker use return product,Neutral
1661,speakers tear volume amazon not give option replacement,Neutral
925,speakers would vibrate like old gramophone rather absolute masterpiece smart homethank amazon take back product refund amount within hours package pickup,Positive
3058,special like sound quality quick response,Positive
2820,speedy delivery good product,Positive
1829,star sound not loud enough,Positive
632,start use alexa echo dot start jan im happy device voice recognition super speaker volume wellonly con feel trouble connect laptop case need use speaker connect laptop,Positive
621,start work absolutely fine but exactly warranty sound break badly dont ever buy product,Positive
1591,still fail make cellular call n much,Neutral
1242,still long way goits begin artificial intelligence,Negative
2665,stimuli beyond amaze,Positive
375,stop connect wifi weeks use not connect wifi even devices work well router,Negative
3682,stop respond months,Negative
1940,stop work not accept replace product even though warrenty,Neutral
3525,story tell can not do,Neutral
909,stun look beautiful productsounds amaze important even noisythanks amazon,Positive
2549,suddenly stop sometimes reset time use,Positive
3549,sunta kha,Neutral
3406,suparb no word,Neutral
1753,super,Positive
2632,super,Positive
2742,super,Positive
2778,super,Positive
2939,super,Positive
3110,super,Positive
3354,super,Positive
3378,super,Positive
3689,super,Positive
3756,super,Positive
4080,super,Positive
4131,super,Positive
4151,super,Positive
3366,super alexa time pass,Positive
3465,super awesome,Positive
2570,super but voice recognition time bad,Negative
3840,super cute,Positive
2235,super feature,Positive
1947,super glad purchase testimony family membershighly recommend,Positive
3297,super good sound,Positive
3015,super great quality,Positive
3621,super nice,Positive
1422,super performance,Positive
3738,super power,Positive
2126,super product,Positive
1671,super product amazongreat think amazon innovative product,Positive
2050,super product best virtual assistant sound quality wonderful ask doubt alexa,Positive
1586,super product value money happy prime day sale product,Positive
348,super purchase affordable price rs bundle free wipro smart lightfast response crystal clarity sound innovative control party smart appliances beautifully designedvery much reccomendedvery easy control music,Positive
1640,super quality,Positive
1574,super quality nice sound nice answer fast,Positive
2846,super really like,Positive
3933,super sound quality,Positive
3281,super voice quality,Positive
506,superb,Positive
831,superb,Positive
1774,superb,Positive
1835,superb,Positive
1945,superb,Positive
2021,superb,Positive
2702,superb,Positive
2833,superb,Positive
3509,superb,Positive
3646,superb,Positive
3701,superb,Positive
4074,superb,Positive
41,superb ai device couple great speakers first impression might seem like underpowered but sound quality volume pack punch children love able understand stuff respond quickly mostly depend amazon music songs point if battery back would truly awesome,Positive
2973,superb feature love,Positive
2568,superb grab gif,Positive
1114,superb itemyou purchase,Positive
2104,superb product,Positive
2016,superb product alexajust wow,Positive
2252,superb product crystal clear sound first smart speaker love itshould usb charger but fine though,Positive
140,superb product easy setup convenient use ive set link spotify account get even larger database if music prime music spotify combinedthe sound quality surprise many portable speakers but one one better onesgo,Positive
2003,superb product love recognize voice anywhere home advance echo dot gen excellent,Positive
3722,superb product really awesome m wait offer product,Positive
94,superb purchase make great indian festival sale amazon feel good make right decision buy wonderful product amazon small speaker but sound enough medium large size room connect home wifi seamlesslythis smart speaker support voice recognition recognise voice truly amazingsound quality good nice clear sound loud enoughalexa integration main feature product mustbuy every smarthomethe speaker connect smart devices namely amazon fire stick wipro smart bulb wipro smart batten wipro smarthome make life easyalexa lot many support apps number increase everyday get lot interest apps use alexa example order uber cab ask time play game listen music not speaker truly leverage power amazon alexa,Positive
1721,superb quality u access order room alsoonly sad part amazon pack come normal polytheneno amazon brown box,Positive
1956,superb sound quality,Positive
1838,superb sound quality best online music companion,Positive
1005,superb sound quality great purchase fan alexa,Positive
1449,superb sound quality nice material good product love but amazon package bed product make china,Positive
2719,superbto define one word,Neutral
2009,suppabbful satisfy,Positive
4081,suppose get smart bulb free purchase didnt get,Positive
3400,suprb product,Neutral
2431,supried,Neutral
526,surprise sound actually great alexa recognize voice afar sync information correctly overall great experience,Positive
1410,switch off within minutes everytime please solve problem please replace piece asap,Neutral
3800,take time answer back play something,Positive
1871,take time catch internetand time not catch internetalthough internet avability good jio,Positive
4012,take time understand commandthe bluetooth drop timesound good,Positive
1615,tamil rhyme include itits play english rhymeswhen connect internet play things,Neutral
2374,tamil voice not recognition,Neutral
3928,technology amaze nothing compete far better google home product,Positive
3401,telly enjoy second echo dot value money pack feature good job amazon,Positive
1711,terrible product,Negative
2350,terrific purchase get,Neutral
481,terrific purchase specially daughter feel alexa second daughter year daughter control bite slow updatenobody cant beat alexa,Positive
1292,terrific purchase terrific discount get w syska bulb echo dot gen echo dot amaze smart alexa,Positive
3766,thank amazon,Positive
1910,thank amazon alexa realy usefull good sound,Positive
1173,thank amazon alexa shes part family,Neutral
2256,thank amazon best service providerfastest service provider indiathanks amazon happy,Positive
1957,thank amazon product every body enjoy product family,Positive
1822,thank amazon provide discount price,Positive
3272,thank fast deliverygood pack usefull productsound quality also good,Positive
1009,thank god goid purchasereally m happy customer give sis agiftn love,Positive
2439,thanku much amazon,Positive
3706,thankyou alexar best product love,Positive
247,thankyou amazonin provide next generation alexa digital devices deliver hope items use review but great service great price provide products world famous shop application soreviews thank much,Positive
3990,thik hai but google home mini best alexa,Positive
2958,thik thak hai awaj nhi pehchan pati hai,Neutral
3325,thing good,Positive
385,things improve please allow phone play music via alexa speaker atleast add option play song echo dot amazon play add feature schedule activities like play song minutes play song everyday similarly turn light turn off light one hour,Positive
793,think alexa smart best companion thing expect amazon alexa integration android tv applications,Positive
3726,think come amazon prime,Neutral
1842,think echo dot best smart speaker daily usage browse,Positive
1007,think free defective doesnt work timegreat service amazon,Positive
2041,think internal battery without not good,Negative
2653,think rety,Neutral
493,third alexa mike good speaker quality also awesome definitely worth every rupee go,Positive
969,thisproduct receive not work welli want exchange,Neutral
1354,three mean voice recognition alexa integration sound quality magical,Positive
1598,throughly enjoy alexa kid love make life easy choose songs regional songs alexa find difficult understand rest breeze,Positive
1732,time alexa fail toplay bengali rabindra sangeet indian classical music,Neutral
582,time alexa not respond command light glow go turn off time take much time interact devices like plips bulb sunoff switch,Positive
790,time create problem speak something give no response bluetooth also create problem hour sound go will off connect voice will come,Positive
431,time doesnt recognize u meantplus u need subscription use amazon music thankfully apple music subscription,Positive
1210,time get irritate tell kannada hindi song name play english songs time happen,Positive
3811,time hear dont know,Positive
499,time need call name alex multiple time would not respond fine,Positive
2283,time pass ke liye sahi full enjoy,Positive
233,time response sorry dont know play video need add akill play audio need add skillto play movies need add skill mean seriously amazon dumb want user add skills manually instead add defaultit can not connect smart tv poor voice recognition literally shout if say alexa play nursery rhyme youtube fire tv will say dont know youtube wth man,Negative
3837,time unable recognition voice,Negative
1103,time will not accept commandand use volume level always even though sound quality bad like crackersi think second time sell,Negative
729,tooo much value money must buy price less if difference shop but can not answer proper hindi but word understand response also hindi,Negative
3936,top,Positive
4042,top class,Positive
2219,total value money buy along wipro lead smart bulb great deal great quality products,Positive
961,totally awesome paisa wasoolsound quality amaze new echo also connect bluetooth play mobile song alexai love,Positive
445,totally bore device crappy software limit number use unlike counterpart google mini make terrible mistake buy would love return if werent return period,Negative
826,totally love smart devices integrate work like charm everything great tho couldnt make work plug guess need refine but overall great job amazon,Positive
489,totally waste money product receive alexa not recognise voice properly always need wifi connection excellent network work alexa not recommend buy go google assistant speaker instead,Positive
652,totally waste moneyvoice recognition poor if u r play anything deviceif u hv much time waste buy product not smooth show advertisement,Negative
3262,totally worth,Positive
2656,totaly dislike product dont buy guy,Neutral
3154,trouble alexa want replacement,Negative
2936,truely smartgud gadget,Positive
69,truly dont see point behind alexa smart speaker matteri finally buy coz offer sale want see fuss right theres nothing great smart speakertheres nothing much charm novelty wear off quite soon gimmick actually useful gadgetdont get wrong product good but really dont see utility buy wisdom utility,Positive
740,try connect bluetooth eco dot show app need use device pls fix problem,Neutral
786,try connect wipro smart bulb fail poor support amazon,Negative
1767,try first time type gadgets but intelligent useful device,Positive
534,try get like youtube sometime phone integration headache rest sound voice excellent good competition google,Positive
308,try google alexa devices opinion can not guarantee future but till amazon smart devices much better google daily life usage,Positive
584,try lot connect wifi but couldnt buy product internal battery power device cable provide device,Neutral
2435,try mobile device not connect,Neutral
1725,turn best informer like carry learn person rounder whatever want term sound,Positive
794,turn off tv cant turn contro different function tv try every possibility but isnt integrate well tv,Neutral
741,two echo dot one doesnt even wake call successive try wake infact wake echo dot downstairs wake disappoint,Negative
162,u better buy speaker bcuz im use kdm speaker wireless bluetooth speaker pendrive memory card b use if put charge fully thru mobile bluetooth check charge percentage b play set alarm r schedule program songs etc alexa not require alexa totally waste cant use without power sngs restrict prime n,Positive
1424,u buy but great smart speaker but if u need bluetooth speaker go another speaker not worth speaker,Positive
3692,u might shout give command if alexa already play something,Neutral
2562,ultimate experience,Neutral
2302,un beatle product,Neutral
3051,unabel wife fi connectioned,Neutral
1455,unable connect bluetooth show device search,Negative
1056,unable connect bluetooth thats return producteven customer care person dont knw connect via bluetoothaveary sound quality,Negative
1277,unable connect device tv home theatre,Negative
1428,unable connect wifi network though wifi active device close wifi,Negative
320,unable find things google even cant find songs stories google work connect spotify aap use alexa spotify aaps ph need buy alexa never work google never search things help google need aap like spotify aaps,Negative
873,unable integrate samsubg smart tv alexa withdraw samsung skill understand review but since age if skill rat will five,Negative
2607,unable setupconnect get activate alexa send procedures connect wifi,Negative
1222,unable use alexa get announcement sorry trouble understand right please try later shall use redmi note ever say alexa give announcement one please help,Negative
3517,unhappy charge smart bulb well didnt get deliver,Negative
174,uniqueness speaker ease get information hear songsthis must buy among amazon products dont think twice get awesome prerequisite good wifi connection home please note speaker connect powersource power block cable include n box also amazon prime membership must everything ask,Positive
3573,unkile google mini yu adjust wall,Neutral
1097,unless alexa better sound box sound box good alexain alexa waste moneyand lot hv restrictions,Positive
800,unlike others use alexa increase productivity manage schedule save lot time recognize voice well many feature solve lot problems truly love,Positive
